Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.25070173,1.0831482,0.142345625,0.1085016017738211,0.9976581036286345,0.19567590269029655,0.10847368044915176
0.17797701,0.28056663,0.867577125,0.4376751976069615,0.9216693853618907,0.5934692508091901,0.42203769676094555
0.17648119,0.1580321,0.9284992916666667,0.6895568038639983,0.5811593837648916,0.6306921643403488,0.4610343117034549
0.17348486,0.15651275,0.9272998125,0.7218175521266353,0.5006520522184038,0.591212593519191,0.42015873729252273
0.17328489,0.15393412,0.9290009583333333,0.6677109714729477,0.6464500953746359,0.6568424595662319,0.48948210159131744
0.17222902,0.15660456,0.9294842708333333,0.6958006008401656,0.5839208994229312,0.6349275070971719,0.46548088819469313
0.1713403,0.15557119,0.9296239166666667,0.6753149956224523,0.6376166174762887,0.6557914627709165,0.4882601909487407
0.17073916,0.152991,0.9294297499999999,0.6735677065299593,0.6372138288693767,0.6548491270135592,0.4872533928300279
0.17099638,0.16900556,0.9265861875,0.6327634121412524,0.7178132869757037,0.6725541317669135,0.5069508211659348
0.1694682,0.17455293,0.9194529166666667,0.5859667068307501,0.7944336035318085,0.674412511475518,0.5090252720620548
0.16927491,0.1574945,0.9250879999999999,0.6176102384889852,0.7542280052354733,0.6789593421567841,0.5141290573595579
0.16861363,0.14897572,0.9324221666666667,0.6920172298625363,0.6441525519075353,0.6671112866998476,0.500873912877673
0.16714855,0.1558447,0.9275520833333333,0.7959578636147253,0.4156428557198064,0.546057000941574,0.3762640400627908
0.1673809,0.1527456,0.9317491041666666,0.665787953041695,0.7043633369005777,0.6844592535062537,0.5206486417378406
0.1674273,0.15904266,0.9322377500000001,0.6871565864489708,0.6517969918599382,0.6689925176997346,0.503110149149564
0.16482627,0.16424511,0.9334570416666667,0.6987597964441195,0.6447318145266543,0.6706424834483207,0.5050266928007199
0.16506536,0.1492553,0.9310077916666666,0.6546061737300648,0.7283736751804987,0.6893922357355567,0.5263151921348401
0.16455586,0.14912586,0.9324111041666667,0.7514621941303026,0.5322186881121587,0.6231125893726952,0.4530233935005049
0.16433471,0.1442042,0.9345041041666666,0.7204311200076772,0.6155564662614621,0.6638644904931643,0.4974178981887493
0.16413148,0.16534276,0.9295290625,0.6502346006385761,0.7139243379701181,0.6804896174945788,0.5160610005114511
0.16431431,0.14429641,0.934220375,0.7317694410717372,0.5898915482372373,0.653198595479614,0.485433005517393
0.16323625,0.16303122,0.9341002291666667,0.7031247232670759,0.6462359090356402,0.6734250411643419,0.5081648714577942
0.16320191,0.14588395,0.9331833125,0.6837390853790175,0.6782537291313945,0.6809095742401834,0.516592212184714
0.16366707,0.20353961,0.9318545208333333,0.6553504751487693,0.741826733319281,0.6958671184995164,0.533983604036846
0.16198346,0.14148967,0.93548,0.7227653971868153,0.6267360269602827,0.6712847112443193,0.5057145843600551
0.16167657,0.14676826,0.9318967916666667,0.6624755088573842,0.7197971871204513,0.6897676488340854,0.5267968447304772
0.1623797,0.14436224,0.9334874375,0.6896153761453717,0.6676923778205316,0.6784437000732618,0.5138380932582485
0.16157746,0.14827114,0.933234125,0.6708996180792237,0.7177233674009593,0.6933921999804855,0.5310965660486419
0.16072054,0.14720845,0.9319307083333334,0.664734655376807,0.7128705174377268,0.6878499364590336,0.5246980777150738
0.15981764,0.142012,0.9361779375,0.7463581919249307,0.5949838759573796,0.6620757429515804,0.4952944080461791
0.15864344,0.16030343,0.9355993125,0.7046404838516931,0.6672010647080395,0.6853641936511621,0.5218380909457252
0.15831739,0.1572231,0.9282676041666666,0.6290389274659204,0.7798205755796725,0.6960168453029524,0.5341146860965366
0.15819103,0.14407775,0.9346702708333333,0.723207788803041,0.6123591476196091,0.663177509346712,0.49659990637351237
0.15866168,0.14451388,0.9347491458333334,0.7207799874577531,0.6200522946942179,0.6664972790120096,0.5002293000619462
0.15735409,0.14728662,0.9316447916666666,0.653963425726828,0.7448608275403994,0.6963365050661006,0.5346016234716833
0.15735003,0.14637119,0.9341563333333334,0.6990119543435311,0.6567358016394872,0.677130191434191,0.5122995908427362
0.15652935,0.15647644,0.9344892291666667,0.7028068850810029,0.652570216293054,0.6767357092359576,0.5119183664016091
0.15648255,0.15007883,0.9317844791666667,0.6606844721705706,0.7239461871485136,0.6906578497156171,0.5278123927907267
0.1548378,0.15201259,0.9294150000000001,0.646079667945767,0.728286694368829,0.6845611164289798,0.5207473353986162
0.15530612,0.14396691,0.9340097083333333,0.6971791993083121,0.6580133271676953,0.6769645461875775,0.512055824089629
0.15451138,0.14487508,0.9334080625,0.6936322121376252,0.6574730165550902,0.6749501770006724,0.5097986386775093
0.1543673,0.14627522,0.9327943958333333,0.7485315758332831,0.5412831119770758,0.6282421209313189,0.45856667159809017
0.1536138,0.16469175,0.9269197708333333,0.6226569598224834,0.7745996040484062,0.6902925059708089,0.5274696400215064
0.15209171,0.15388465,0.9310755833333333,0.6635558859751975,0.6994852412383761,0.6809103574080873,0.5165355250641163
0.15239508,0.1466636,0.9324195416666667,0.6723669651969905,0.6967764493576931,0.6842741376609212,0.5204436271850712
0.15062171,0.14420983,0.9343251458333334,0.7248372362360291,0.604737240632433,0.6592463482044215,0.49198836620867703
0.1497906,0.14406617,0.9338517916666667,0.7161198112023922,0.6142820125760229,0.6612048600603389,0.4942296024750904
0.1497528,0.1466135,0.9338178958333334,0.6965541018047898,0.656597445469199,0.6758865823068556,0.5107942728491309
0.14899994,0.1469135,0.93285225,0.7077898460220066,0.6156378156108022,0.6583752515629037,0.4910701073138013
0.14797843,0.14658993,0.9326279166666667,0.7015500499267845,0.6248904805425934,0.6609188389471594,0.4939120319742685
0.14738661,0.15032308,0.931223125,0.6820673892069713,0.6474098453147421,0.6642032126854218,0.4975641186979419
0.14673935,0.14691088,0.9320334791666667,0.7163303657051675,0.5847772654063472,0.6438237654867816,0.4750730943075739
0.14634511,0.14934354,0.9314644999999999,0.7132989594934889,0.5831211425484002,0.6414540455248634,0.47249045853723315
0.14618494,0.14672157,0.9320165625,0.7008503504917852,0.6156163064964538,0.6553815662057977,0.48765670233109254
0.14593044,0.15087551,0.9304857916666667,0.6627156889024506,0.6935138146370112,0.6774065270615035,0.5124908682491157
0.14516044,0.16498315,0.9287202708333333,0.6510573478389794,0.6950586703033805,0.6721552204745835,0.5064874444142773
0.14515728,0.15814514,0.9265704791666667,0.6371467139587282,0.7051940023929961,0.6691095417867747,0.5031197808420349
0.14391351,0.15312877,0.9313297916666667,0.7068024667470735,0.5919211907054445,0.6441533571879725,0.4753096988615264
0.14337727,0.17675662,0.9181406875,0.5859876713857108,0.7687811348342797,0.6645865678113088,0.4981722247470376
0.1421356,0.1529822,0.9296506041666667,0.6597628044117854,0.6861617373651755,0.6724193474076041,0.5068445272159081
0.1409697,0.15596347,0.9293361458333333,0.666095044932719,0.6604016191364607,0.6628158598811285,0.49589867345612115
0.1406124,0.1519256,0.9299633125,0.6865270652975327,0.6162426442516373,0.6491173106554027,0.4807252311804683
0.14029902,0.16080105,0.9276518333333333,0.6654054995699739,0.6310924212695934,0.6473392078110438,0.478832692102657
0.13925053,0.15702194,0.9273934583333334,0.6547543489384613,0.6573164121581577,0.6556453212467666,0.4879214079870905
0.1389777,0.15094104,0.9308167083333333,0.7077825577720415,0.5837742825692325,0.6395076308778808,0.4702993797399453
0.13849205,0.1540105,0.9300013333333333,0.6997428940295979,0.5855379645130381,0.637341273691183,0.46792485920147764
0.13777083,0.15994307,0.9286032708333334,0.6604820973525115,0.6645179092599128,0.662130096470434,0.49528471502149923
0.13694094,0.15298629,0.9298673333333334,0.6845840321737091,0.6188911499009289,0.6497905445619416,0.4815039743977666
0.13684283,0.15370515,0.9286244583333334,0.7063801110315564,0.5486470429618995,0.6175259939899327,0.44700829285689336
0.13607086,0.15479295,0.9306748125,0.7022536882544808,0.592233328539899,0.6423357086495243,0.47340028595782907
0.13559541,0.15690504,0.9278036458333333,0.7019308354210021,0.544511967757781,0.6131034142868059,0.4423348263337156
0.1356052,0.16148023,0.9278727291666666,0.6628883169094382,0.639044256792476,0.6505602276262166,0.4823251481440455
0.13542138,0.16074917,0.927772375,0.6644937593813871,0.6346873698974201,0.6489619329301477,0.48066771494932525
0.13501298,0.16446464,0.9266320833333334,0.6488369090651163,0.661387069857698,0.6547588905819741,0.48702779842657246
0.13453068,0.15891206,0.9277007708333334,0.6846307626086019,0.580242989265058,0.6278107152903422,0.45773385403828215
0.13235906,0.16002348,0.9286921875,0.6828956939284597,0.6018445393640185,0.6395561021971515,0.47037091856324176
0.13169332,0.16129346,0.9267152291666667,0.6641443174378945,0.6135182984163947,0.6375613100189044,0.46814547316471267
0.13193922,0.16201961,0.9273930416666667,0.6716341555040442,0.6069395707932215,0.6373184230822089,0.4679062101654452
0.1318822,0.16339219,0.9272461041666666,0.7045992326476553,0.5298784982759954,0.6047283637394103,0.4336768691895433
0.13107173,0.16668847,0.9257864791666667,0.6489812958260599,0.641776596983769,0.6451236508592038,0.4763977292596542
