Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.22875704,0.16404903,0.9259555555555555,0.6651611767164766,0.619881419154765,0.6416973825838023,0.47293632464397833
0.17129117,0.15589249,0.9280983888888888,0.6817808728077109,0.6143088647763827,0.6462720878723748,0.4780212230208118
0.1698389,0.15584409,0.9278756944444444,0.6813656334750061,0.6111366445237044,0.6442896517673492,0.4758867918159055
0.16803682,0.15665741,0.9288083055555556,0.7202386639133541,0.5456632123307649,0.6208852978278919,0.4509030802895733
0.16766565,0.15877533,0.9259218888888889,0.6399847878687414,0.7030411333109133,0.6699613064372181,0.5040859944321171
0.16685978,0.15390705,0.9277831388888887,0.6608783100221802,0.6667710889474231,0.663762687851182,0.4973394939381184
0.16559288,0.1499302,0.9308321666666667,0.6863591912668369,0.6510578529873773,0.6681889590148441,0.5022823547492857
0.165019,0.15676294,0.9282254722222222,0.6621918252373789,0.6712363310484969,0.6666251811970499,0.5004284046333795
0.16349205,0.14932607,0.9313379722222223,0.6801479296761531,0.6771738824333885,0.6785700240557144,0.5139943470384511
0.16283444,0.14965054,0.9324081944444446,0.7059318115788614,0.6304618104414836,0.666002770175553,0.4998682607947808
0.16168877,0.14736025,0.9323428611111111,0.7021024287932143,0.6375524463363201,0.6681659261763785,0.502323296380164
0.16069037,0.14701071,0.9334823888888888,0.7116699217908886,0.6353866631869454,0.6713541046638075,0.5057887019339741
0.15978427,0.15125315,0.9296956666666668,0.6496300083535198,0.7458042271287474,0.6943295478448764,0.5322713112289814
0.15896623,0.14716925,0.9331173611111111,0.7007636773124905,0.6546346157256947,0.6768627379836363,0.5120420988348916
0.15875107,0.14652923,0.9324449166666667,0.6852566631191097,0.6811052052719734,0.6831626552939204,0.5192882674217868
0.15658738,0.14960857,0.9310398333333333,0.6662251136482293,0.7137730167978454,0.6890580506981395,0.5259786493149826
0.15588349,0.14519538,0.9334189444444445,0.7379239816711601,0.5841458872443958,0.6519749609798521,0.4843298952409519
0.1545744,0.15584019,0.93014375,0.6608242793650283,0.7149530087740182,0.6867164291311525,0.5233350780493683
0.1532378,0.14844224,0.9308708888888888,0.6685951381468658,0.701913661856726,0.6848045628100136,0.5211977548627352
0.15183282,0.14670496,0.9316786944444444,0.7081195775803165,0.6123261629830968,0.6566306474207746,0.4894785663846449
0.14931181,0.15116897,0.9322196388888889,0.7131672101519778,0.6108605244233498,0.657988776135221,0.49095541563021455
0.14711821,0.15026805,0.9323043055555557,0.7149439032406941,0.6088378210815731,0.657568756588501,0.49044851637390163
0.14486992,0.1546738,0.9268315277777778,0.6544103012505955,0.668932463445079,0.6615147794669993,0.4944979169029297
0.14216991,0.15757282,0.9288280833333333,0.7036263793882158,0.5775757979446983,0.6343400944503615,0.4649503442360003
0.13894282,0.15607084,0.9286653888888888,0.7229171093669805,0.5382754604690144,0.6169274966582479,0.44687532398313334
0.13703428,0.16033399,0.9264939722222222,0.6527887176002652,0.671333051914305,0.6616203450601389,0.49471247561716947
0.13431773,0.16262464,0.9296594166666666,0.6889574050003379,0.6239923291341264,0.6548300278355175,0.48731181907663856
0.1310621,0.16265972,0.9278750555555555,0.7201008615188972,0.5306512048667728,0.6109790439651407,0.4402751804491358
